salary,years_experience,age,research_grants,publications,teaching_hours,gender,national,university_type,academic_rank,performance_score,research_output,grant_funding
25867.0054,6.329131006,38.05841002,46632.30155,9,11.76623179,Female,Expat,Public,Assistant Professor,52.77382532,9.657571417,34949.38634
25196.62121,10.46686187,35.37663379,50818.49497,16,14.71056205,Female,Expat,Private,Lecturer,67.57573285,20.91814005,44827.82727
24966.89369,9.18466518,38.53479623,66160.72379,15,10.27619443,Female,UAE National,Public,Assistant Professor,72.49795588,19.73310811,61480.71427
21930.69611,9.243633582,41.05542373,72384.89835,6,13.32528195,Male,UAE National,Semi-government,Professor,65.07531132,20.19217125,51306.80736
35409.39606,12.02147377,39.91126397,34419.61157,8,13.18464447,Female,Expat,Semi-government,Associate Professor,73.56121833,23.92909053,56869.34293
28948.04817,14.68785069,35.73119755,47169.40725,9,10.85791613,Male,Expat,Public,Lecturer,70.9599761,18.02513647,47508.30135
20256.12625,9.085517794,34.34485946,45680.78959,10,10.37558098,Male,UAE National,Public,Professor,60.47791496,7.280439868,44528.94334
27262.78582,7.131991136,42.13454717,51004.55398,10,9.609039994,Female,UAE National,Semi-government,Lecturer,73.82104555,17.26269183,53897.84694
28445.49801,13.57690658,27.65758788,52991.95915,16,11.94559727,Male,Expat,Public,Assistant Professor,71.25410799,17.43180884,56575.18981
35126.54286,15.42893162,29.69353906,69653.66286,8,12.19767483,Male,Expat,Semi-government,Professor,64.33457121,31.08358995,52354.23205
29368.15627,13.02257663,29.47347347,28429.74517,10,12.85136408,Female,UAE National,Public,Professor,64.40730533,17.2804558,39318.28979
18146.32579,2.517353725,33.60047595,52057.17156,8,9.330465687,Female,Expat,Semi-government,Assistant Professor,53.72172075,28.89052869,34957.32157
27090.95842,13.89180538,25,30824.43088,8,11.69369082,Male,UAE National,Public,Associate Professor,76.76015959,16.84580164,44908.17533
26067.00755,9.972019906,34.6390784,53967.87034,10,13.63337961,Female,Expat,Semi-government,Associate Professor,81.6222509,22.50441259,59809.09671
29926.28583,15.96253756,40.14090602,33627.89947,11,7.39762592,Female,UAE National,Semi-government,Assistant Professor,89.11856319,20.70173825,66186.4658
17751.48446,4.879065878,36.39072913,56966.83478,8,8.802951907,Male,Expat,Private,Professor,58.89611164,19.36952328,38792.48336
22218.73214,4.979727016,45.62742333,86377.97064,14,8.272497489,Male,UAE National,Public,Professor,54.515462,16.18842551,36444.20307
22693.46144,9.328456293,30.77334077,40484.09112,9,12.87644653,Female,UAE National,Public,Assistant Professor,70.09288755,18.48702159,50930.93575
25868.6384,7.485126147,36.70223404,65113.31677,9,15.59153559,Male,Expat,Semi-government,Professor,61.09025817,19.71949624,40348.4306
19873.35644,8.851001847,35.85845942,25208.75428,12,13.07675275,Female,UAE National,Private,Associate Professor,67.50133588,19.20842972,50641.44779
19119.9258,10.96794956,29.60626909,41522.19915,8,10.05638313,Female,UAE National,Semi-government,Professor,88.96060759,19.67038743,69844.22897
15950.4393,1.257340134,29.15641998,22988.88071,10,12.34453527,Female,UAE National,Public,Assistant Professor,60.46679754,16.35757973,36409.85377
23355.93283,11.30140253,38.42975479,38857.38855,9,6.266522024,Female,Expat,Private,Lecturer,87.26847573,18.91877294,64360.90144
24189.42809,7.544231264,25,56160.19804,17,12.60010136,Male,Expat,Public,Associate Professor,68.95253719,16.06149629,52602.14709
29511.73225,11.1503538,33.1480141,33898.09638,11,11.04027817,Male,UAE National,Semi-government,Professor,59.99251245,19.61952363,48421.85535
23407.2933,10.07809167,35.8817386,78955.92837,8,12.03006346,Male,UAE National,Private,Professor,81.39807583,14.45366582,58920.63932
24923.16599,8.432351569,46.26871732,37709.22433,13,16.70056412,Female,UAE National,Semi-government,Professor,72.14924635,26.49874342,49580.01691
24042.79635,9.689044915,43.69986899,49598.02496,12,6.672053259,Female,UAE National,Semi-government,Associate Professor,57.98467267,19.69289512,47999.6188
23936.09868,10.09573889,42.66086008,43262.09746,15,10.51288216,Male,Expat,Private,Assistant Professor,65.95392298,14.14045446,45746.90461
24085.83564,11.03633665,43.43472658,12144.75645,9,13.95200289,Male,Expat,Public,Associate Professor,75.50928926,18.93518608,57410.40146
30084.25829,18.12979458,44.02601652,78888.2439,15,16.49563908,Female,UAE National,Private,Associate Professor,79.87935311,27.25394845,60156.90084
23732.26506,6.98009687,49.38753821,74540.69194,12,7.537876661,Male,UAE National,Public,Assistant Professor,64.9937309,13.12245115,39510.52738
23947.80513,8.845668131,44.04992791,46333.98581,13,11.08696539,Female,UAE National,Semi-government,Associate Professor,67.25337528,20.11507167,48418.98524
22952.22181,9.46348928,43.48780312,62890.36983,11,13.61042241,Male,Expat,Private,Professor,79.11051285,13.94658906,56859.25474
26586.68815,12.19750615,36.8008075,54465.61827,17,12.13788281,Male,Expat,Private,Professor,75.57527823,21.71275834,58682.89047
21620.40988,7.368760717,34.50976691,35252.40193,10,14.32064285,Female,Expat,Semi-government,Assistant Professor,59.3444104,15.521162,47190.36786
19430.74182,0,44.82475748,70808.61785,14,13.71741424,Female,UAE National,Private,Lecturer,36.16290004,18.47782127,30278.03702
26553.11391,9.064278675,34.33899284,22145.29056,8,15.15764193,Female,UAE National,Public,Associate Professor,65.63969189,21.30047787,50619.12149
29567.70804,10.41219876,27.50805422,105104.3549,7,12.09319028,Male,UAE National,Public,Associate Professor,62.85044849,17.53954967,46272.28435
27756.1761,17.90270343,49.54188132,65892.00766,16,9.748119534,Male,Expat,Public,Lecturer,73.83766768,21.47562384,59335.32321
31151.38352,17.86509863,41.68534772,25337.9739,13,10.43275581,Female,UAE National,Semi-government,Assistant Professor,72.41235951,27.02795095,55900.97201
35231.46029,19.81293595,29.01277689,41040.77323,7,12.36443574,Female,UAE National,Semi-government,Lecturer,69.4552666,19.9913468,60437.5694
21311.27968,0,41.25702335,1926.627978,14,11.04509696,Female,Expat,Public,Lecturer,72.82682618,29.15314882,52047.05712
24666.09265,5.783767023,55.52973949,54990.96379,11,13.08574281,Male,UAE National,Public,Lecturer,73.3924517,24.17138622,46787.2972
31440.3856,12.28640202,36.36164226,57807.32389,13,16.52675668,Female,UAE National,Private,Assistant Professor,66.40160744,17.47926084,59215.71028
22874.51951,11.07356592,33.2454077,53333.11635,8,14.88663174,Female,Expat,Private,Professor,51.4952093,20.7865581,34182.19122
34000.24581,15.40024033,45.91722521,75230.38505,11,11.80166282,Female,UAE National,Public,Assistant Professor,77.03165007,30.33876793,54226.20158
21145.90685,7.076911347,41.08270678,31787.09826,13,11.85642322,Male,UAE National,Semi-government,Associate Professor,77.56640555,22.43771699,44164.87859
22102.71465,10.48991577,42.34172386,21998.58554,7,16.99542715,Female,UAE National,Public,Professor,76.4906552,18.99110916,50916.47377
29241.31993,12.67252824,45.23980467,34820.58602,8,13.13909903,Male,UAE National,Semi-government,Associate Professor,69.46453203,12.61621369,44804.44499
30701.48299,16.47935891,25,28019.10497,8,13.17988541,Female,UAE National,Public,Professor,64.92258962,21.07675999,52467.30367
22473.00891,4.916584357,43.16639079,51367.43132,10,10.32560022,Male,Expat,Private,Lecturer,64.0169501,14.99516599,35163.91631
18419.80913,1.463210212,53.22893815,43927.47854,13,11.29626291,Female,Expat,Semi-government,Professor,64.36330451,19.7242405,49547.07282
19744.12269,1.154620476,38.71711935,57663.3638,8,11.02746942,Male,Expat,Public,Assistant Professor,54.92003233,8.043038792,47990.46707
18562.47067,6.749880328,25,52986.83822,8,9.117661325,Female,UAE National,Semi-government,Associate Professor,60.36108984,20.10321417,38918.36618
29977.64387,16.1790581,47.96894572,81778.80657,11,13.64321694,Male,Expat,Private,Associate Professor,73.87322812,19.68525356,59568.69714
21243.89471,10.10443244,43.55819046,60362.03404,13,8.145816701,Female,Expat,Private,Professor,77.04122825,12.349715,45185.50969
24319.3214,6.911740523,29.83951129,54016.90186,14,11.79539241,Male,UAE National,Semi-government,Associate Professor,67.70573926,14.91663192,50489.27908
19419.33312,4.901678307,52.22425088,37655.75507,12,12.57435215,Male,UAE National,Semi-government,Lecturer,66.33335265,21.03733037,46196.47819
19128.55001,0,30.21683984,28614.91012,10,12.19110708,Female,UAE National,Private,Professor,71.47868926,16.77994418,51350.36987
21922.07391,5.807071008,35.79495253,36857.30075,11,11.8793858,Male,Expat,Private,Professor,62.85234756,23.4994427,32526.21587
20483.36406,12.85306499,33.09205116,64062.85084,8,12.41946408,Female,UAE National,Semi-government,Professor,69.82834152,18.41990667,48259.57545
21309.28379,9.054398046,51.43086166,66387.46536,8,5.783594652,Female,UAE National,Private,Associate Professor,72.46950224,21.17718839,55594.08342
17143.4934,6.081171672,37.76005359,56399.30382,16,9.457118363,Male,UAE National,Private,Professor,60.38566651,24.62112808,41522.67678
20323.51541,7.630803265,46.893089,54549.91751,9,10.85510671,Male,Expat,Public,Associate Professor,76.36133177,17.2189323,54522.37663
30608.52521,14.41166531,42.248074,46494.1094,16,7.725703039,Male,Expat,Semi-government,Associate Professor,61.56613537,33.64856318,44669.89618
20624.13528,4.030374968,38.22020083,55356.87276,9,9.945563671,Male,UAE National,Semi-government,Lecturer,59.59784465,22.64283962,41553.20021
18455.77664,7.563857179,36.01943329,101758.1795,10,9.55594304,Female,UAE National,Semi-government,Lecturer,74.53598348,19.3189428,53169.74272
19631.10297,12.73632399,28.75549557,64570.37287,13,8.650647434,Female,Expat,Public,Assistant Professor,62.46784372,13.85099766,42622.87692
30202.71512,15.48576356,46.62583752,83497.19346,12,8.225206112,Male,Expat,Private,Assistant Professor,67.34923697,13.09226327,54342.59309
22564.33304,9.357312443,45.64863131,33872.46142,8,14.14570975,Male,UAE National,Private,Assistant Professor,79.6060986,19.37698545,48908.46962
29599.93242,5.377670059,30.77046175,47607.60751,10,15.65017048,Male,Expat,Semi-government,Professor,59.37429962,26.25488049,43130.56185
26752.03489,6.937813127,51.19675716,11773.66217,12,12.50992362,Male,UAE National,Private,Associate Professor,73.44181088,19.33400684,59381.20787
20817.29899,8.575622533,39.18975425,23943.10473,5,11.79896987,Male,Expat,Semi-government,Professor,83.65683839,27.80162076,67297.08213
29240.98933,8.214853996,28.6162006,73866.22012,8,11.35074387,Male,UAE National,Public,Lecturer,56.39047727,19.1880182,46575.77454
24252.61318,8.352761068,33.22912224,29861.45278,7,10.5643372,Male,UAE National,Semi-government,Lecturer,69.72942058,11.22237281,51572.01641
27358.76729,2.662373671,43.66244488,36819.2145,16,7.532147207,Male,Expat,Public,Assistant Professor,71.53267808,19.57125684,44600.08507
28501.54513,9.696695931,32.49659539,48852.0927,13,16.24130894,Female,Expat,Public,Associate Professor,77.35590821,10.93052228,52312.13071
21076.11997,2.178791941,41.34447845,63088.62054,10,8.953255861,Male,Expat,Public,Assistant Professor,68.23144104,16.33241518,42717.76274
21729.43091,0.984301619,48.80657119,44745.06505,9,15.33273343,Female,UAE National,Semi-government,Associate Professor,85.31982459,15.17707947,63815.38577
25462.38838,6.287578837,42.21265204,52717.18848,10,10.23991623,Female,UAE National,Private,Professor,74.20578955,19.48719324,49110.59409
18841.0433,8.977643895,39.53985798,30471.99903,6,14.14163233,Male,UAE National,Private,Professor,52.91262363,14.51428763,36683.2607
21108.3042,10.29011367,41.77246779,57653.07103,6,7.775319695,Male,UAE National,Private,Lecturer,61.14803779,16.73274015,52990.66036
25874.63153,7.258563518,41.26209151,27488.25772,7,9.461880982,Male,Expat,Private,Lecturer,90.57670267,14.61187378,61674.25368
26022.33196,6.813461265,26.06222646,37289.17802,9,10.73251231,Male,UAE National,Semi-government,Lecturer,78.05392849,21.8746826,55712.7558
23827.24924,8.152365356,43.10649604,37740.33457,10,15.90330619,Female,UAE National,Public,Lecturer,93.89886396,20.93876331,63966.7862
29456.10421,13.19195963,48.65587847,50921.58443,6,10.85224847,Female,Expat,Public,Associate Professor,74.75495179,29.19939018,53614.5833
25372.19033,7.541819072,31.58952071,50290.17999,8,14.39550401,Female,Expat,Semi-government,Associate Professor,72.72383344,17.58751699,47275.47672
29053.23988,14.41554889,37.59312202,78838.90012,8,13.89367307,Male,UAE National,Public,Professor,79.5454071,18.27236446,60443.90644
26985.76469,13.0336153,40.27770999,47419.3177,13,12.96475362,Female,Expat,Private,Associate Professor,76.26935527,12.73341225,57335.25031
25011.05962,7.32335907,45.88497598,51625.56844,12,10.04567235,Female,Expat,Semi-government,Associate Professor,71.93656844,16.55837303,42072.26374
24720.29395,11.5055367,33.65981242,37012.70361,12,12.36747278,Female,Expat,Public,Assistant Professor,70.56803753,15.89070034,54041.47764
25323.6843,13.11034995,25,47900.64585,7,10.6928675,Male,UAE National,Semi-government,Professor,70.01594303,13.08369646,53196.00713
23105.52511,10.476721,54.50726159,57194.7795,18,7.482756598,Female,UAE National,Private,Assistant Professor,66.46872791,20.96762955,42335.41726
25028.00096,6.661102218,56.33655722,57615.56143,7,10.95221434,Female,Expat,Semi-government,Professor,59.57001699,14.47239911,44490.18223
32709.45732,19.52068295,26.71133268,11906.50613,12,10.58923285,Female,Expat,Private,Lecturer,67.38341046,15.50075174,51749.92215
31412.48508,8.677425793,33.63554346,7905.009886,9,7.169210644,Female,Expat,Private,Professor,69.5895302,16.03831197,38178.58446
29464.83284,12.41938326,33.403102,74560.60419,8,13.19258327,Male,UAE National,Private,Assistant Professor,86.50908014,13.2501408,56436.19283
28911.51531,15.15290293,34.02461372,72564.79567,8,11.66362067,Male,Expat,Public,Lecturer,67.81037781,20.24313995,51487.23831
15964.70463,5.658536341,31.84243744,48728.52922,11,11.15638921,Female,Expat,Semi-government,Professor,57.87167,23.14777177,28772.49985
12412.57341,0.600378074,41.4500093,58132.44068,9,17.59259858,Male,UAE National,Semi-government,Assistant Professor,72.40411853,22.359087,49136.22545
28812.86193,5.2404077,46.85361984,67270.56485,10,15.0287579,Male,UAE National,Private,Professor,50.67045884,26.38437431,25943.88019
30135.28625,10.1269421,55.38756636,35770.75612,5,13.3726258,Male,Expat,Semi-government,Assistant Professor,69.0569672,16.7828749,58123.91513
27219.36243,17.27911161,31.68154775,46921.89546,12,15.35501441,Female,UAE National,Public,Professor,69.46343095,22.50519133,56355.45144
30962.84202,18.59688953,53.12491651,59012.26099,7,11.34980463,Male,Expat,Private,Lecturer,88.62977813,17.68562288,59338.52199
19247.75022,5.008072804,49.27259252,47990.48559,16,14.27694509,Male,UAE National,Public,Assistant Professor,51.66047072,17.2940309,37847.88496
30574.98397,17.09801502,43.97498872,41423.04149,14,12.57896893,Male,Expat,Private,Assistant Professor,86.1647663,23.55021268,73726.29208
31175.31703,16.0857926,28.26571848,63855.38064,8,13.60916766,Female,UAE National,Semi-government,Assistant Professor,78.55009856,21.89884573,63175.85874
19747.21726,5.127353477,43.60980255,49225.1421,8,10.69802861,Male,UAE National,Public,Associate Professor,59.38229639,23.02160774,43615.92223
26975.35099,11.38688469,25,35297.66399,9,7.772352606,Male,UAE National,Semi-government,Lecturer,62.72528658,16.62653258,45254.1986
26831.10951,6.24104475,33.953668,0,11,10.39964266,Female,UAE National,Semi-government,Lecturer,63.52612796,22.23247057,41373.35072
24005.51579,14.92724843,36.13737927,58065.49126,14,9.678658263,Female,Expat,Public,Lecturer,89.77870036,18.12270216,64796.14154
26494.69281,12.89816587,46.73586956,45027.68292,12,7.646321103,Female,UAE National,Private,Associate Professor,72.30790174,14.26115737,46454.38076
23150.51521,10.38740259,53.4190167,53429.38635,15,7.456279473,Male,Expat,Private,Lecturer,62.26407735,25.19582797,50788.35098
20996.1022,2.026484664,43.57498001,37248.24916,7,12.46653481,Female,Expat,Private,Assistant Professor,57.34152042,26.61043625,28941.00517
23532.31135,13.72095986,26.89576754,45502.93888,10,8.670749616,Male,Expat,Private,Associate Professor,88.73403118,17.16390765,68766.12519
16199.32984,0,44.82598,72078.67093,11,17.77054046,Male,UAE National,Public,Assistant Professor,69.70917937,22.02133514,46276.59752
22302.9379,10.03399922,39.33025632,50313.95592,9,13.21828206,Female,UAE National,Private,Assistant Professor,58.24806912,15.46658358,45331.0132
22559.23022,9.582810151,36.85557794,21778.86338,11,12.76238306,Female,UAE National,Private,Professor,70.14083176,20.22813882,52959.94474
